question	label
糖尿病可以吃罗汉果吗	3
糖尿病会引起尿痛吗	4
冠心病人会得糖尿病吗	2
妊娠糖尿病吃什么主食最好	3
糖尿病患者可以注射玻璃酸钠吗	5
参苓白术颗粒糖尿病人适合用吗	1
胆结石造成肝损伤还有糖尿病怎么办	1
如何利用桑叶降血糖	1
2型糖尿病人腹泻该怎样治疗	1
52岁有糖尿病性功能减弱该咋办	1
2型糖尿病常见口服药有哪些	1
糖尿病和高血压危害	2
糖尿病能吃海参吗	3
女性胰岛素偏高会造成什么	2
糖尿病脚烂怎么办	1
糖尿病人缺钾可以输葡萄糖吗	1
糖尿病人吃糙米好吗	3
糖尿病人喝槐树茶好吗	3
糖尿病人该怎么吃天麻胶囊	1
经常喝奶茶会得糖尿病吗	2
什么月饼适合糖尿病人吃	3
糖尿病肾病贫血会口渴吗	4
糖尿病患者可以服三七粉吗	1
糖尿病会皮肤瘙痒吗	4
糖尿病口服药用什么药物最好	1
孕妇糖尿病怎么引起的	2
糖尿病人可以吃糖精么	3
常吃甜食易得糖尿病吗	2
糖尿病可以做开腹手术吗	1
初期糖尿病怎么办	1
糖尿病患者可以服用21金维他吗	1
查糖尿病抽血空腹吗	0
糖尿病会引起脑萎缩吗	4
糖尿病会引起胰腺炎吗	4
妊娠糖尿病会转为糖尿病吗	2
2型糖尿病需要注意什么	2
糖尿病人大小便失禁还能活多久	5
得了糖尿病可以吃红枣吗	3
糖尿病人嘴里溃烂怎么办	1
糖尿病晚上睡觉虚汗多	1
糖尿病可以整容吗	5
2型糖尿病可以通过运动和食疗来治愈吗	1
糖尿病肝硬化患者的适合吃哪些食物	3
糖尿病人可以吃生抽吗	3
妊娠期糖尿病可以喝咖啡吗	3
哪些因素会引起糖尿病	2
高龄糖尿病患者血糖控制的范围是多少	0
ii型糖尿病寿命多少岁	5
糖尿病人脸色发黑是怎么回事	2
糖尿病会引起腹痛吗	4
糖尿病会导致青光眼吗	4
糖尿病经常性牙周肿痛怎么办	1
糖尿病会引发眼睛迷糊吗	4
2型糖尿病能吃板栗吗	3
糖尿病人能输甲硝唑注射液吗	5
糖尿病人可以做毛发移植吗	5
糖尿病人可以喝胡辣汤吗	3
糖尿病会高烧吗	4
白芍甘草汤糖尿病能喝吗	3
确诊1型糖尿病怎么办	1
脚跟痛与糖尿病有关吗	0
铝镁二甲硅油咀嚼片糖尿病人能吃吗	1
糖尿病眼发涩发红怎么办	1
糖尿病人蜂胶也不能吃吗	3
请问二型糖尿病能治疗好吗	2
糖尿病导致小腿浮肿吗	4
糖尿病人能吃猪血吗	3
糖尿病患者服药后体重增加了是怎么回事	2
吃秋葵对糖尿病人有什么好处	3
血糖7.7属于高血糖吗	0
糖化血红蛋白检查多少钱	5
糖尿病老人可以吃维生素e吗	3
拜糖平的副作用	1
糖尿病人能点斑吗	2
高血压糖尿病能抽烟么	3
妊娠期糖尿病可以吃小麦面条吗	3
糖尿病患者能喝玉米粥吗	3
糖尿病会小便次数增多吗	4
二型糖尿病蜜月期有多长	2
老年人糖尿病引起的肾衰竭透析能活多久	5
糖尿病对牙周炎有影响吗	2
糖尿病性神经病变的表现有哪些？	0
糖尿病人会经常晕吗	4
高血糖和糖尿病能不能吃小米	3
代谢综合征与糖尿病的区别	2
1型糖尿病有可能恢复胰岛素分泌吗	2
肌酐升高和糖尿病有关系吗	0
糖尿病并发肠蠕动减慢怎么办	1
糖尿病人容易发火吗	4
糖尿病为什么手脚麻会伴随终身吗	2
糖尿病患者能不能喝正宗椰树牌无糖椰汁	3
二型糖尿病人哪些人容易患病	2
吃饭快，体检患糖尿病，与吃饭快有关系吗	0
糖尿病做胃转流手术可以治好吗	1
不吃饭会得糖尿病吗	2
糖尿病可以吃花生吗	3
糖尿病人能吃柚子吗	3
糖尿病人能不能吃甘草片	3
糖尿病会引起类风湿吗	4
糖尿病会引起脚浮肿吗	4
1型糖尿病需要买什么药吃	1
糖尿病人可以喂奶吗	2
2型糖尿病哪些不能吃	3
餐后两小时指尖血糖9.3正常吗	0
糖尿病脊椎尾骨疼是怎么回事	2
多立克对糖尿病真的那么有用吗。	1
糖尿病番薯可以吃吗	3
糖尿病肾衰竭大腿痛怎么回事	2
糖尿病口干舌燥怎么办	1
糖尿病人会不会性冷淡	4
糖尿病能吃羊肝吗	3
第一胎妊娠糖尿病二胎还会是吗	5
血糖检测标准	0
饭后血糖多少内就不是糖尿病	0
糖尿病人身上起红点怎么回事	2
糖尿病人能不能喝蜂蜜水	3
谷赖胰岛素是长效还是短效	1
糖尿病身上痒是晚期吗	0
1型糖尿病并发症有那些	4
正常空腹血糖值是多少	0
枫糖尿病一定遗传吗	2
过度手淫会引起糖尿病么	2
有糖尿病拔牙注意什么	2
糖尿病浑身疼吃什么药	1
糖尿病能不能吃山楂	3
60岁男人糖尿病有性功能吗	5
癌症与糖尿病哪个更可怕	5
二型糖尿病还有救吗	5
糖尿病能不能把红薯当主食	3
糖尿病能吃蒜苔么	3
糖尿病病人可以喝咸味奶茶么	3
糖尿病腿细影响寿命吗	5
癌症晚期糖尿病高意味着什么	2
2型糖尿病空腹血糖14需要注射胰岛素吗	1
糖尿病患者能吃火龙果吗	3
糖尿病并发症导致眼底出血怎么办	1
糖尿病引起的玻璃体出血怎么回事	2
患糖尿病的老年人摔伤之后适宜做手术么	1
糖尿病人怎么增强免疫力	2
冠心病糖尿病人能吃杏仁吗	3
糖尿病身上疼下不了床	1
糖尿病患者怎么吃饮食改善身体状况	3
糖尿病能不能吃海参	3
糖尿病病人可以吃茯苓吗	3
糖尿病吃什么主食	3
糖尿病眼底出血能动手术吗	1
糖尿病人感冒了吃药都不见好怎么办	1
糖尿病脚气怎么办	1
8个月糖尿病孕妇吃什么好	3
糖尿病患者可以吃维生素E吗	1
糖尿病性肾病如何治疗	1
56岁妇女刚查出糖尿病子女会受影响吗	2
糖尿病导致的眼睛模糊怎么办	1
2型糖尿病可以用哪些中药调理	1
2型糖尿病人怎样降血糖好	1
葛根胶囊治不治糖尿病	1
糖尿病能吃达喜吗	3
吃枸杞能降血糖吗,糖尿病患者能吃山楂吗	3
胆固醇高对糖尿病影响	5
糖尿病会全身瘙痒吗	4
餐后血糖多少属于正常的？	0
糖尿病会导致肾虚	4
血糖高低看血常规哪个指标	2
请问，糖尿病人的伤口处能涂抹二甲双胍吗	1
糖尿病血糖为什么半夜升高	2
2型糖尿病空腹及餐后二小时血糖值是多少	2
糖尿病人可不可以戴隐形眼睛	5
糖尿病引起腿部溃烂怎么办	1
糖尿病患者可以吃海鲜吗	3
30岁男人糖尿病影响性功能吗	2
高血压糖尿病人能吃阿胶吗	3
糖尿病会导致心脏病吗	4
得了糖尿病,就不能吃甜食吗	3
糖尿病人能吃醪糟吗	3
糖尿病患者妊娠有什么危害	5
如何避免得孕妇糖尿病	4
空腹血糖6.2，正常吗？	0
糖尿病人可服葡萄糖酸钙片吗	1
糖尿病人可以吃猪脚吗	3
二型糖尿病怎么引起的	2
糖康一号能否根治糖尿病	1
早期糖尿病如何治疗	1
糖尿病的患者能吃肉吗	3
60岁糖尿病老人得了老年阴道炎该怎样治疗	1
二型糖尿病能吃伟哥吗	5
糖尿病老人吃水果好	3
糖尿病人血压偏低的原因	2
糖尿病病人可以少量饮酒吗	3
糖尿病可不可以吃鱿鱼	3
吃木耳对糖尿病人有好处吗	3
糖尿病人可以吃维生素b2吗	1
i型糖尿病每天都要打胰岛素吗	1
Ⅱ型糖尿病如何治疗	1
糖尿病会导致突然昏迷吗	4
糖尿病会引起浑身关节疼吗	4
请问糖尿病人头上脖子处长疙瘩是怎么回事	2
糖尿病身上起红斑	1
糖尿病人可能吃山楂	3
GLU葡萄糖值超过多少可确认是糖尿病	0
二型糖尿病有什么特点	2
老年人糖尿病尿频尿急吃什么药最快见效	1
糖尿病患者能吃玉米吗	3
糖尿病吃消渴丸和六味地黄丸胃酸怎么办	1
糖尿病患者能吃玉米面粥吗	3
喝三七粉能治糖尿病吗	1
包皮阴茎炎与糖尿病有关吗	2
餐后两小时血糖正常值	0
糖尿病吃海参好不好	3
吃无花果对糖尿病患者的病情是否有影响	3
血糖高可以吃苹果嘛	3
菜葫芦可以治糖尿病吗	1
糖尿病肾衰竭换肾需要多少钱	5
吃哪些食物预防糖尿病	4
2型糖尿病人餐后2小吋血糖值10高不高	0
糖尿病会引起全身疼痛吗	4
糖尿病患者可以喝红酒吗	3
尿检两个加号是糖尿病吗？	0
得了糖尿病,中药可以调理好吗	1
降血糖的茶叶有哪些	3
肉桂可以治疗糖尿病吗	1
糖尿病患者如何食用菱角呢	3
糖尿病运动后血糖升高的原因	2
糖尿病血管病变表现有哪些	0
怀孕糖尿病对胎儿有什么影响吗	5
糖尿病人喝什么茶好	3
吃甜食会得糖尿病吗	2
查糖尿病人吃什么水果	3
糖尿病会引起全身奇痒无比吗	4
妊娠糖尿病孕妇能吃辣吗	3
皮肤过敏是糖尿病引起的吗	2
糖尿病能吃干荔枝吗	3
糖尿病人可以吃复合维生素吗	1
糖尿病人可以吃方便面吗	3
糖尿病引起的肝脓肿严重吗	4
糖尿病和糖尿病足的区别	2
糖尿病人做人流危险吗	2
糖尿病能否吃止痛药	1
检查糖尿病的OGTT是什么检测	2
妊娠糖尿病可以吃茄子吗	3
糖尿病人腿瘦是什么原因	2
藏红花中药高血压糖尿病睡眠足浴药有效果	1
查糖尿病肾病挂什么科	5
糖尿病胰头肿瘤怎么办	1
糖尿病三年需要服药吗	1
2型糖尿病吃什么变胖	5
糖尿病患者能否喝蜂密水	3
测血糖仪器多少钱	5
糖尿病人为何饭后感到疲惫	2
糖尿病患者尿道出血时怎么回事	2
2型糖尿病能吃烤羊肉吗	3
糖尿病肾病一定会发展成尿毒症吗	2
糖尿病会引发精神障碍吗	4
打坐可以治疗糖尿病吗	1
糖尿病能喝胎菊枸杞茶吗	3
糖尿病患者感觉心慌没力怎么回事	2
糖尿病炒菜能放糖吗	2
糖尿病患者肾脏里面有尿蛋白能不能吃黄豆芽	3
二型糖尿病能吃咸菜吗	3
大米与面粉哪个含糖多，糖尿病人吃哪样好	3
肠梗阻会引起糖尿病吗	2
糖尿病神经病变能引起肺癌吗	4
糖尿病足刚开始啥症状	0
糖尿病患者眼睛流泪是什么症状	5
糖尿病病人吃大米好还是吃玉米好	3
糖尿病二型患者脚肿是怎么回事	2
糖尿病老人天天呕吐怎么治疗呢	1
糖尿病人能吃皮蛋吗，一餐能吃两个吗	3
糖尿病人能戴隐形眼镜吗	2
糖尿病人能做肾结石手术吗	1
2型糖尿病人血压高怎么办	1
空腹血糖7.6需要服药吗	0
糖尿病小腿痒挠破了怎么办	1
糖尿病患者可以多喝白开水吗	3
糖尿病能吃羊奶粉吗	3
服二甲双胍和格列吡嗪降糖药腹泻，该换啥药	1
糖尿病消瘦乏力腿软怎么办	1
糖尿病为何会尿量增加	2
苦丁茶能够治愈糖尿病吗	1
糖尿病可以纹眉毛吗	5
高血糖多长时间转成糖尿病	0
糖尿病人低血糖好吗	2
糖尿病跟牙齿松动有关吗	2
糖尿病射不出来怎么办啊	1
糖尿病患者哪些蔬菜不能吃	3
大麦茶糖尿病可以喝吗	3
高血压糖尿病能喝粥吗	3
糖尿病喝青汁有作用吗	3
糖尿病患者可以单采血浆吗	5
妊娠糖尿病可以吃蛋黄吗	3
2型糖尿病必须打胰岛素吗	1
妊娠期糖尿病造成的原因	2
孕妇糖尿病筛查什么时候做	0
84岁老人得了糖尿病怎么用药为好	1
小儿糖尿病肾病吃什么药好	1
血糖高能吃小米吗	3
糖尿病人月经血糖值控制范围	2
糖尿病能吃螃蟹吗	3
包皮红肿和糖尿病有关吗	2
糖尿病可以吃无糖口香糖吗	3
糖尿病能生健康宝宝吗	2
二型糖尿病不能喝牛奶	3
为什么营养过剩就得糖尿病	2
糖尿病会引起神经病吗	4
高血压糖尿病患者能吃辣椒吗	3
验血葡萄糖高是什么意思	2
手术后的糖尿病人吃什么好	3
糖尿病并发肩周炎怎么办	1
糖尿病肝衰竭用什么药	1
糖尿病可以服桂附地黄丸吗	1
甲亢和糖尿病哪个危害大	2
糖尿病人患白内障能做手术吗	1
韩国高鹿人参茶治糖尿病吗	1
糖尿病吃很多青菜好吗	3
糖尿病患者不控制血糖会怎么样	2
糖尿病患者会出现脂肪肝症状吗	0
42岁的男人患有糖尿病每周几次性生活	5
糖尿病人眼睛发肿是什么原因	2
儿童糖尿病患者适合吃黄芪吗	3
儿童糖尿病最常见的类型是什么	2
糖尿病人掉牙了怎么办	1
73，男，糖尿病，打白蛋白有副作用吗	1
糖尿病会引起眼睛出血吗	4
糖尿病可吃藕吗	3
糖尿病病人出汗多怎么回事	2
糖尿病牙龈出血是什么原因	2
2型糖尿病主要发病原因	2
白塞病会得糖尿病吗	2
糖尿病筛查多少钱	5
糖尿病拔牙出血怎么办	1
糖尿病眼睛有点模糊，头晕怎么办	1
糖尿病最近小腿老抽筋是怎麽回事	2
糖尿病引起的肾衰竭可以治愈吗	1
榴莲糖尿病可以吃吗	3
请问胃转流手术能治疗糖尿病吗	1
糖尿病为什么会肚子变大	2
糖尿病会不会引起眼睛模糊	4
糖尿病可以抽烟吗	3
糖尿病引起低血糖原因	2
请问由糖尿病引发的脊髓神经病变好治吗	1
为什么肥胖者容易得糖尿病	2
糖尿病是什么部位出了问题	2
糖尿病人能吃豌豆尖吗	3
糖尿病能吃山竹吗	3
糖尿病并发症癫痫是怎么回事	2
糖尿病下肢动脉闭塞怎么治疗	1
糖尿病感觉腿特别酸怎么办	1
糖尿病人能打干扰素	2
厕所有蚂蚁是不是有糖尿病	0
糖尿病患者怀孕前应该做好哪些准备	2
男人得了糖尿病是不是就没有性欲了	5
糖尿病会引起胃部不适吗	4
糖尿病为什么要戒烟	2
糖尿病肾病能吃苹果吗	3
糖尿病容易感冒吗	4
高血糖的人是否可以摄入胡萝卜？	3
茶普洱可以治糖尿病吗	1
高血压，糖尿病人便秘怎么办	1
吃长南瓜对糖尿病好吗	3
糖尿病人可以吃黑芝麻吗	3
吃二甲双胍拉肚子	1
二型糖尿病吃什么中成药效果最好	1
2型糖尿病可以逆转吗	2
55岁糖尿病的男人能过性生活吗，	5
得了糖尿病的就一定会有并发症吗	4
补充营养对糖尿病作用怎么样	1
糖尿病酮中毒能治疗吗	1
请问糖尿病人能否吃西洋参	1
糖耐量检查要多少钱	5
爱喝饮料会得糖尿病吗	5
糖尿病能吃清蒸鱼吗	3
糖尿病人晚上能喝奶吗	3
得了糖尿病的人性功能会怎样	5
糖尿病人可以吃丝瓜吗	3
1型糖尿病能用干细胞看好吗	1
儿童糖尿病的急性并发症有哪些	4
糖尿病患者可以少吃一点月饼吗	3
玫瑰花茶糖尿病能喝吗	3
糖尿病会不会突然失明	4
什么样的糖尿病人需要用胰岛素治疗	2
家族有糖尿病会遗传吗	2
吃多红糖会得糖尿病嘛	2
妊娠糖尿病可以吃红豆吗	3
糖尿病能吃蓝莓吗	3
代谢综合征是糖尿病吗	2
1型糖尿病不治疗能活多久	5
糖尿病人偶尔吃猪肝可以吗	3
糖尿病并发症下肢水肿有什么好偏方	4
糖尿病是否可用百草化糖素是否能降糖吗	2
糖尿病可以喝酒吗	3
请问血尿是糖尿病引起的吗	2
1型糖尿病怎么引起的	2
糖尿病能不能吃荸荠	3
血糖餐后正常值是多少	0
2型糖尿病可以输参麦吗	2
糖尿病外周神经病变的临床表现	0
糖尿病皮肤干燥综合症如何治疗	1
糖尿病失明概率大吗	5
糖尿病能不能引起阳痿	4
糖尿病用胰岛素好还是吃药好	1
糖尿病患者尿酮体阳性怎么办	1
糖尿病会失去味觉吗	4
糖尿病会引起牛皮癣吗	4
糖尿病手术后血糖还会升高么	2
7.9早期糖尿病人应该注意什么	0
糖尿病患者得了面神经炎怎么治疗	1
糖尿病足怎么治疗	1
糖尿病是不是肥胖引起的	2
彻底治愈糖尿病大约还要多久时间	5
金鸡毛菜能治糖尿病吗	1
糖尿病人能吃鹅蛋嘛	3
儿童1型糖尿病怎样治疗	1
同时患胆管癌糖尿病怎么办呀	1
格力比嗪分散片糖尿病能吃吗	1
糖尿病人可以吃木瓜吗	3
高血压和糖尿病人能吃西洋参吗	1
患妊娠期糖尿病的症状	0
怀孕低血糖怎么办？	1
喝三七粉对糖尿病人有啥好处	3
Ⅰ型糖尿病如何控制血糖	1
糖尿病肾病会腹痛吗	4
糖尿病餐后血糖的控制标准	0
2型糖尿病吃什么零食	3
为什么糖尿病泡脚不能超过30分钟	2
查血糖能查出糖尿病吗	0
糖尿病可以吃维生素E啊	3
糖尿病人能吃玉屏风散吗	1
糖尿病患者腿部出现粉红色结节怎么办	1
糖尿病打胰岛素一天打几次	1
糖尿病能吃全麦馒头吗	3
糖尿病人可服胶原蛋白吗	3
冠心病加糖尿病怎么办	1
糖尿病人血糖忽高忽低怎么回事	2
突然暴瘦糖尿病怎么治疗	1
2岁宝宝糖尿病的症状	0
糖尿病患者如果因为劳累等原因出现低血糖	1
2型糖尿病便秘怎么办	1
糖尿病患者为什么大便失禁	2
糖尿病患者现在感觉皮肤热是什么原因	2
糖尿病会不会继发甲亢	4
糖耐量试验价格	5
艾滋病和糖尿病一样吗	2
糖尿病患者可以吃锁阳固精丸吗	1
糖尿病加胰腺炎饮食应注意什么	3
血糖10点多，发抖严重	1
40岁糖尿病人能活多久	5
糖尿病人感觉四肢冰凉	1
